cust_id,reply_id,customer_text,brand_reply,created_at
32426,matched_prev,why does my iPhone keep changing my i’s to I I I ??? 🤬🤬🤬,We can help out. Could you Direct Message us and let us know what iOS version you're on? https://t.co/GDrqU22YpT,Wed Nov 01 06:04:33 +0000 2017
32430,matched_prev,what’s going on with this issue???,Tell us more about what's happening. Please send us a DM with additional details. https://t.co/GDrqU22YpT,Wed Nov 01 04:53:50 +0000 2017
32433,matched_prev,My iPhone screen glass is completely cracked. Still the touch screen works. Can I change the glass alone or the display too?,We're glad to look into all options with you to have your iPhone serviced. Please DM us to proceed. https://t.co/GDrqU22YpT,Wed Nov 01 05:02:15 +0000 2017
32436,matched_prev,ios11 made my 7plus so laggy & it freezes on apps 24/7. Please fix this,"We can help with that and want your iPhone working as expected. To clarify, which version of iOS 11 do you have installed?",Wed Nov 01 05:17:50 +0000 2017
32442,matched_prev,"It looks like spam, but it bypassed my spam filter. cc: https://t.co/BORlKFTmWz","Sure is phishing. Learn more about phishing and suspicious emails, as well as how to report them here: https://t.co/LNMCdqt6fD",Wed Nov 01 05:08:34 +0000 2017
33315,33317,Battery dies fast as hell now. Phone always is freezing up and I end up having to wait like 15 minutes for it to get unfreeze,Got it. Which iPhone and iOS version are you using under Settings > General > About?,Wed Nov 01 13:43:25 +0000 2017
33318,33319,7 Plus and 11.0.3,Install our newest iOS 11.1 update to help: https://t.co/80YRnjDFDk Let us know if this helps improve these issues.,Wed Nov 01 13:53:00 +0000 2017
33316,matched_prev,Why did my phone turn to shit after all these recent updates? 🤔,"We want your iPhone running great, too. What obstacles are you facing that we can help with today?",Wed Nov 01 08:03:03 +0000 2017
13956,matched_prev,"Eu tbm, ja redefini varias vezes a senha e nada, mas ai o suporte me mandou um link e eu marquei hj para alguém da apple me ligar e ajudar.","Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Wed Nov 01 08:17:59 +0000 2017
9275,matched_prev,I updated to iOS 11.1 and the phone get really warm and the battery dropped by 10% in 10 minuets when I watched videos in YouTube. iPhone 7+,That should not be happening. Let us help. Tell us more about this in DM. https://t.co/GDrqU22YpT,Wed Nov 01 07:53:37 +0000 2017
33338,matched_prev,the weird symbol thing when I type happens to me,You've come to the right place for help. What type of device are you using? Let us know via DM. https://t.co/GDrqU22YpT,Wed Nov 01 07:25:32 +0000 2017
33340,33342,The newer version and the 7 plus,"Thank you. Are all of your apps up to date? Send us a DM, and we'll go from there. https://t.co/GDrqU22YpT",Wed Nov 01 17:07:32 +0000 2017
33351,matched_prev,Why am I loosing songs I’ve downloaded on Apple Music. It won’t let me download them again either. Greyed our on playlists too,Thanks for getting in touch. We'd like to assist. DM us and we'll go from there. https://t.co/GDrqU22YpT,Wed Nov 01 06:49:46 +0000 2017
33353,matched_prev,#iOS11.1 is taking iPhones into consistent boot loops !! It remains for a couple of hours boot looping over and over then it gets back on again. This happened since the betas. I thought it's a bug but even now with the official 11.1 it happened. https://t.co/Q5vk9E0I0W,Let's get this resolved. Are you still experiencing this issue? Reply in DM to get started. https://t.co/GDrqU22YpT,Wed Nov 01 07:50:28 +0000 2017
33355,matched_prev,"(Saurabh at Singapore, kindly get in touch with your team to brief what you said, they are coming up with new stories #macbook",We'd like to hear more about this complaint. DM us with more details at the link below please. https://t.co/GDrqU22YpT,Wed Nov 01 07:00:47 +0000 2017
33357,matched_prev,Congrats. IOS 11.1 is making my iPhone 6 even more glitchy and prone to freezing than it was before. #WTF,We'd like to look into this with you. Please click here to connect with us in DM. We'll continue there. https://t.co/GDrqU22YpT,Wed Nov 01 06:34:50 +0000 2017
33371,33373,The latest one.,We want to look into this further with you. Can you send us a DM and let us know the device model you're using? https://t.co/GDrqU22YpT,Wed Nov 01 15:39:33 +0000 2017
33372,matched_prev,Please fix your Siri on iOS 11 cuts out mid sentence it’s very annoying and it eats the battery like there’s no tomorrow!!!!,We're happy to assist. Which iOS 11 version are you currently running? Go to Settings > General > About for the version.,Wed Nov 01 06:15:59 +0000 2017
33376,33378,My watch seemed to auto dial the sos line whilst I was cycling this morning.,Check out the following article for more info on SOS dialing with the side button of your watch: https://t.co/d6QamJ5JyS,Wed Nov 01 15:39:32 +0000 2017
33386,33388,My phone is experiencing the same thing and I have the 7 with the latest update...,We'd like to look into this with you. DM us and we'll go from there. https://t.co/GDrqU22YpT,Wed Nov 01 15:48:27 +0000 2017
33383,33387,iphone 8 plus. the latest update. this has been happening on several other phones i️ use. i️ believe this is a software issue,"Thanks for that information. DM us the exact iOS version your iPhone is running, and we'll continue from there. https://t.co/GDrqU22YpT",Wed Nov 01 15:47:37 +0000 2017
33384,matched_prev,"- what is up with the letter “eye” button ?! for like a 4 days now, the letter “eye” has been turning into this i️ 😐","We'd like to look into this. To start, which device are you experiencing this on, and which software version is it running?",Wed Nov 01 06:56:55 +0000 2017
33402,33404,iPhone 6s iOS 11,"We’d love to help further. To start, please send us a DM. https://t.co/GDrqU22YpT",Wed Nov 01 17:42:00 +0000 2017
33408,33409,I hate it !! The entire format changed! When I receive a call I have to say hello 2x no one hears me the first time battery dies quick 😡,We want to help! Please join us in DM to get started troubleshooting. https://t.co/GDrqU22YpT,Wed Nov 01 17:20:00 +0000 2017
33416,matched_prev,is there some problem in latest iOS upgrade. Many applications are getting disconnected if phine is locked #whtsapp,Send us a DM and let us know what version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT,Wed Nov 01 06:42:06 +0000 2017
34464,matched_prev,Please I just paused my music to come on to twitter to tell you (still didn’t close the music app). And it forgot my place I only had it paused for about 10 min max... and when I pushed the play button on my headphones it started playing a completely random song.,"If you're running into issues with Apple Music playback, we'd like to help you out. Please tell us what type of device you use. Also, please let us know what version of the iOS / macOS software you currently have installed. https://t.co/GDrqU22YpT",Wed Nov 22 18:12:28 +0000 2017
34581,34582,"Basically for a chat to be opened from call log, the message app should be opened/running in background. Otherwise, it takes twice.",We'd like to take a closer look at what's happening. Send us a DM and we'll meet up with you there. https://t.co/GDrqU22YpT,Wed Nov 01 14:08:33 +0000 2017
34580,matched_prev,So one has to go back to call log. Click that message icon again and then a chat for that particular number opens up.,Thanks for bringing this to our attention. Can you tell us which iOS version this is occurring on please?,Wed Nov 01 09:04:33 +0000 2017
34589,matched_prev,"After iPhone update, my battery dies quicker than it charges when using my sleep/alarm app. On 1% when my alarm woke me 😮😡",Send us a DM and let us know what version of iOS 11 you're running. We'll go from there. https://t.co/GDrqU22YpT,Wed Nov 01 08:52:54 +0000 2017
34592,34594,"I managed to get LTE last night, spent some time until the connection was fast. Thought the issue solved by itself, but it happened again.",Got it. Let's go ahead and meet in DM and we'll continue this from there. https://t.co/GDrqU22YpT,Thu Nov 02 13:11:56 +0000 2017
34601,34602,"I don’t think so—it did work this morning, has been deactivated for whatever reason, and now it won’t activate… 🤔",Thank you for providing us with that information. Let's look further into this issue. Please DM us the device you are using. https://t.co/GDrqU22YpT,Wed Nov 01 14:14:30 +0000 2017
34600,34603,Nachrichten werden bei mir auch nicht mehr zugestellt,We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Wed Nov 01 17:58:01 +0000 2017
34604,34605,How can i solve this problem? https://t.co/GGrwhAf4yr,Let's have a look at this. Please DM us here: https://t.co/GDrqU22YpT,Wed Nov 01 19:39:00 +0000 2017
34598,matched_prev,iMessage-Aktivierung schlägt mal wieder fehl…,We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Wed Nov 01 09:59:00 +0000 2017
34608,matched_prev,Is there any possibility to combine two Apple-IDs?,Let's look into your options together. Let us know in DM a bit more about what you're wanting to do. https://t.co/GDrqU22YpT,Wed Nov 01 08:49:41 +0000 2017
34610,matched_prev,"Oh great, iMessage not working after the latest iOS update. 😐",Thanks for reaching out. DM the specific issue you are seeing with Messages to get started. https://t.co/GDrqU22YpT,Wed Nov 01 09:03:43 +0000 2017
34614,matched_prev,Hi ! #TimeMachine still not working with #HighSierra update,Let's work together in DM to investigate what's going on with your Time Machine. https://t.co/GDrqU22YpT,Wed Nov 01 09:21:21 +0000 2017
34616,matched_prev,his new ios 11.0 I have to restart my phone at least four times a day because it is blocked by everything,We want to help get your iPhone working properly. Which exact iOS version and iPhone are you using?,Wed Nov 01 08:33:36 +0000 2017
34618,matched_prev,Hmm… doubt Ill be able to close the Move ring 25770 times in november. https://t.co/Fj0ghd2UnW,We'd like to know more about what you're seeing. DM us with what type of Apple Watch you're using. https://t.co/GDrqU22YpT,Wed Nov 01 09:13:07 +0000 2017
34620,matched_prev,"When searching fot ""GOT"" Apple TV app shows Cmore but not Nordic, even tho I only have HBO installed.",Let's get you in touch with our Apple TV experts so they can assist further. Reach out here: https://t.co/IBIY3vMgPj,Wed Nov 01 09:27:07 +0000 2017
34622,matched_prev,After iOS11 the battery is draining very fast. Request you to look into it.,We'd like to help. Could you Direct Message us and tell us what iOS version you're on currently? https://t.co/GDrqU22YpT,Wed Nov 01 09:22:24 +0000 2017
34624,matched_prev,"Is there a way to merge two AppleID’s, so I can use all bought items in one ID and delete the other?",Great question! Our account security team is best suited to help you. You can reach them directly here: https://t.co/UJm15vmMM2,Wed Nov 01 08:53:39 +0000 2017
34626,34628,Thanks for your response it’s happened a few times now since the new iOS update - I have now unplugged,"If this issue reappears, we'd like you to notice how you're charging and if the behavior changes if you switch cables.",Wed Nov 01 13:47:29 +0000 2017
34630,34631,Will do thanks 👍,You're welcome. Have a great rest of your day.,Wed Nov 01 13:53:00 +0000 2017
34627,matched_prev,charging my phone but it’s reducing the battery charge?? Help?!! https://t.co/Ssnoh9ayXN,We'd like to help you with this. Are you using the charging cable that came with your iPhone? Have you tried another cable?,Wed Nov 01 09:04:16 +0000 2017
34633,matched_prev,This will stay at this time throughout the whole song so I have no idea how long is left https://t.co/GO0UL7STCz,We'd be happy to look into this with you. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,Wed Nov 01 08:43:42 +0000 2017
34637,matched_prev,is there a way I can uninstall iOS 11 and go back to 10?,Keeping your software up to date is one of the most important things you can do to maintain your Apple product's security.,Fri Oct 27 22:33:31 +0000 2017
34640,matched_prev,Now my rear camera is not working… and my phone needs to cool down apparently even tho it feels kool to me… 😠,Hi. We're here for you. DM us and tell us the exact version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT,Wed Nov 01 09:19:22 +0000 2017
34645,34647,It's 10.3.3. Although I'm convinced it's a screen issue rather than a software one.,Send us a DM and let us know your country. We'll take a closer look together. https://t.co/GDrqU22YpT,Wed Nov 01 13:41:01 +0000 2017
34646,matched_prev,My 6 month old IPhone 6 touch screen is unresponsive. please help!,We're happy to help. What version of iOS are you currently running? Find that in Settings > General > About.,Wed Nov 01 08:13:43 +0000 2017
34649,34651,The latest update from yesterday,DM us using the link below. We'll look into things from there. https://t.co/GDrqU22YpT,Wed Nov 01 17:55:55 +0000 2017
34650,matched_prev,why on my Apple Watch series 3 when I start the activity tracker on stair stepper it shows 0 total and active calories?,Happy to help you with this. Can you tell us which iOS and watchOS version you are currently using please?,Wed Nov 01 08:07:02 +0000 2017
34653,matched_prev,Alguém sentiu um consumo maior com o novo IOS ou a está de sacanagem comigo???,"Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Wed Nov 01 09:05:54 +0000 2017
34655,34657,Thanks for getting back to me. 38mm Watch S2 and iPhone SE both have the latest updates.,"Got it. Send us a DM with the country you're currently located in, and we'll continue from there. https://t.co/GDrqU22YpT",Wed Nov 01 13:52:36 +0000 2017
34659,34660,I am using Iphone 7 and iOS 11.1,"DM us your country, and we'll continue working there. https://t.co/GDrqU22YpT",Thu Nov 02 00:06:28 +0000 2017
9217,matched_prev,"I thought this update would fix the problem with appstore/itunes payments. I cant open some apps , i cant update any and i cant download any",We'd be happy to look into what's going on. Which device and iOS version are you using?,Wed Nov 01 07:09:14 +0000 2017
34662,matched_prev,"Thanks , for following up on the camera issue. It is highly appreciated. Hope you will continue to support in the same way.",Our pleasure! Let us know if you have further questions & we'll be glad to help.,Wed Nov 01 08:53:42 +0000 2017
34664,matched_prev,Hi Apple Support. Have updated to the latest iOS but no luck with battery :(,DM the country or region where you are currently located to continue. https://t.co/GDrqU22YpT,Wed Nov 01 08:11:57 +0000 2017
34666,matched_prev,Thank you! I’m on 11.0.1,"You're very welcome. The first step to resolving this issue, would be to update the iOS 11.1. https://t.co/80YRnjDFDk",Tue Oct 31 18:26:23 +0000 2017
34670,matched_prev,my iphones battery drains quickly. any tips. it might just be old though,We'd be happy to help with some battery tips. Let's start with the maximizing tips found here: https://t.co/TpjqFp3jxD,Wed Nov 01 08:07:29 +0000 2017
34678,matched_prev,after update to 10.13.1 Lacie is down again after a night of extreme and unprovoced disk access resulting in overheating! 2/2,"When you have a moment, please send us over a DM. We're happy to work together with you on this. https://t.co/GDrqU22YpT",Wed Nov 01 06:56:29 +0000 2017
34680,34682,How can I connect an external microphone to diphone 6S to optimize the sound with video?,We'll be happy to provide you with some information on this. Reach out to us via DM and we'll continue with you there. https://t.co/GDrqU22YpT,Sat Nov 11 16:44:25 +0000 2017
34681,matched_prev,Hoe kan ik de externe microfooningang van mijn iPhone 6S blijven gebruiken voor een professionele microfoon?,We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Wed Nov 01 08:44:30 +0000 2017
34684,34686,"Iphone 6S, IOS 11.0.3",Can you tell us a bit more about what's going on with your TouchID?,Wed Nov 01 13:41:58 +0000 2017
34687,34688,"Won’t unlock, when I try re-add my finger I get this. Have to manually unlock https://t.co/6CnhnZWyi7","DM us your country, and we'll continue working there. https://t.co/GDrqU22YpT",Wed Nov 01 14:00:07 +0000 2017
34685,matched_prev,Top 5 things I regret doing in MY LiFE is updating my IOS. Now my Touch ID doesn’t work! Tf,"We want to look into what's going on with your TouchID. To start, which device and iOS version are you using?",Wed Nov 01 07:40:39 +0000 2017
34690,matched_prev,"bitch!! Stop changing the letter “I” to that dumb ass shit. I’m sick of it, hoe!!","We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT",Wed Nov 01 08:04:12 +0000 2017
9221,matched_prev,When will fix the problem with activation (error 0xE8000013)? Or your phones are now disposable?,Let's explore this in more details. Which device is exact iOS version are you using? When are you receiving this error?,Wed Nov 01 08:23:38 +0000 2017
34696,34698,Thanks a lot,"You are welcome. If you have any questions in the future, please reach back out to us.",Wed Nov 01 13:40:00 +0000 2017
34697,matched_prev,are you able to turn off the automatic brightness on this iOS update?,You most certainly can. Check out this helpful article about how to turn off auto-brightness:https://t.co/bkqEVCrK2l,Wed Nov 01 06:28:45 +0000 2017
34700,matched_prev,"iPhone 7 Plus camera doesn't focus anymore when in Photo, Square mode since upgrading to iOS 11.",We can help with this. Are you on the latest iOS 11.1? DM us your reply to continue https://t.co/GDrqU22YpT,Wed Nov 01 08:08:10 +0000 2017
34707,34709,there is one from a little while back that would have most of the notes data,Restoring a backup with that data would be the only way to recover that data. You can see how here: https://t.co/OZqPAHfBRU,Wed Nov 01 23:14:50 +0000 2017
34708,matched_prev,"my iPhone 6 has deleted all my notes. Not using email, not using cloud. Didn't delete them. How do I get them back?",We'd be happy to look into what's going on. Do you know if you have a recent backup from before those Notes went missing?,Wed Nov 01 08:01:47 +0000 2017
35211,matched_prev,"why is the new update savaging my battery please, 100% to 1% in the space of an hour, get ya shit together",That should not be happening. Let us help. DM us more details about this. https://t.co/GDrqU22YpT,Wed Nov 01 13:30:49 +0000 2017
35213,matched_prev,Hola/Hello! I can use the AirPods witch Bluetooth audio transmisor? Any model? This no... https://t.co/ULMExUlaoX,You'll find more info on compatibilty with your AIrPods at the following link: https://t.co/Kd8IAdG7nA,Wed Nov 01 10:08:24 +0000 2017
35215,matched_prev,Installed ios11.1 and now my phone doesn’t recognize capital I’s,"We're more than happy to take a look. DM us with more details, and we'll pick back up there. https://t.co/GDrqU22YpT",Wed Nov 01 13:22:33 +0000 2017
35217,35219,7 Plus and most recent,Thank you. Please send us a DM and tell us the specific version number you see under Settings > General > About > Version. https://t.co/GDrqU22YpT,Wed Nov 01 13:51:32 +0000 2017
35218,matched_prev,Is my iPhone the only one doing this ? https://t.co/vbjmrw7IaE,We'd like to look into this with you. Can you tell us which device and OS version you're using?,Wed Nov 01 13:38:20 +0000 2017
35230,35232,I phone 6s and iOS 11,Which iOS 11 version are you running? You can check by going to Settings > General > About > Version.,Wed Nov 01 13:58:32 +0000 2017
35231,matched_prev,So I have to shut my phone down then turn it back on to get it back and it just keeps happening,"So we have a good starting place, can you tell us which device and OS version you're using?",Wed Nov 01 13:37:22 +0000 2017
35235,matched_prev,can you help me yo you literally replying to everyone else except me 👋🏼 https://t.co/AG3KoDLJ7e,We'd be happy to see how we can help. What's going on?,Wed Nov 01 13:09:15 +0000 2017
35237,35239,"the thumbnail is re-fetched every time, and if you keep going from playlist#1 to playlist#2 to playlist#1 to playlist#2 it'll always refetch https://t.co/jB31IVu5pD",Thanks for following up. Send us a DM so we can talk about this with you there. https://t.co/GDrqU22YpT,Wed Nov 01 15:08:32 +0000 2017
35238,matched_prev,hey why does keep re-fetching the thumbnail when it obviously hasn't changed? #appleQA #ChiefQA #Apple https://t.co/Ipj2L9H8CJ,Thanks for reaching out to us. We are always happy to help. Is this the only playlist that this happens with?,Wed Nov 01 13:17:52 +0000 2017
35241,matched_prev,For those that have been wondering. why are y’all punishing us for using pronouns!? https://t.co/rwpj6LqUce,Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,Wed Nov 01 13:22:14 +0000 2017
35243,matched_prev,oh dear still not co-oping with iCloud in ios11.1 really really poor show. #garageband,"If you're still having troubles, be sure to follow up with our team that helps with GarageBand here:https://t.co/IBIY3vMgPj",Wed Nov 01 09:29:06 +0000 2017
35247,matched_prev,"guys, I miss Steve. What the hell is this? https://t.co/Tv5HmkrUrb","We're here to help. To start, what device model and software version are you currently using?",Wed Nov 01 10:13:13 +0000 2017
35253,matched_prev,My battery life is a drama for me I work and it turns to 100% yo 80% in five minutes (ios11.0.3) 😫😫😫 Help plz 😰,"There's an update to 11.1 now, let's go ahead and do that now: https://t.co/80YRnjDFDk",Wed Nov 01 09:34:20 +0000 2017
35255,matched_prev,"Yes, I able to :)",DM the country or region where you are currently located to continue. https://t.co/GDrqU22YpT,Wed Nov 01 13:19:22 +0000 2017
35257,matched_prev,"If I open Safari, for example, a message appears which says that there is no internet connection.",Are you able to connect when using Wi-Fi? Are you able to make and take calls?,Tue Oct 31 14:05:21 +0000 2017
35259,matched_prev,"Hi! Although I have full coverage, even with LTE, on my iPhone, I can’t connect to the internet. Can you help me?",We can help you. Could you tell us what happens when you try to connect to the Internet? Do you get an error message?,Tue Oct 31 11:49:26 +0000 2017
35261,35263,Thank you for letting me know.,No problem! Feel free to reach out to us here if you need help in the future.,Wed Nov 01 13:55:00 +0000 2017
35262,matched_prev,"I got refunded for an in app purchase on Monday & got a conformation email, but there’s no sign of it in my account yet...","Hey there! Depending on your bank, it can take 3-5 business days to reflect in your account. We hope this helps.",Wed Nov 01 13:16:52 +0000 2017
35265,matched_prev,why is my iphone not charging? i don’t got time for this shit dawg,"It's important for your iPhone to charge reliably. To start, check out these steps: https://t.co/uqxquyfdn0",Wed Nov 01 13:30:18 +0000 2017
35267,35269,How can I go back to the previous ios version? This one sucks for real... still keeps being stuck 😫🤢,Going back to a previous iOS version is not possible. What we can do is perform steps that can help us overcome these challenges. Rest assured we'll do our best to help. Send us a Direct Mesage to continue. https://t.co/GDrqU22YpT,Thu Nov 09 15:44:42 +0000 2017
35268,matched_prev,"iPhone 7 and I updated to the newest ios but the phone started crashing and the screen freezing, also powering off",We'd like to help out with this. Join us in DM so that we can gather more details about your device. https://t.co/GDrqU22YpT,Wed Nov 01 09:16:26 +0000 2017
35271,matched_prev,what the hell is wrong with ur new update?? My phone keeps getting stuck and powering off (unresponsive). Get ur shit together,We'd love to help. Which iPhone model are you using? DM the answer below. https://t.co/GDrqU22YpT,Tue Oct 31 21:12:27 +0000 2017
35273,35275,"iPhone 8, iOS 11",Thanks. Please take look under Settings > General > About and let us know the exact iOS version.,Wed Nov 01 15:12:00 +0000 2017
35274,matched_prev,WHY will my phone not stop locking itself when I’m in the middle of doing things???,We want to help get your iPhone working properly. Which exact iOS version and iPhone are you using?,Wed Nov 01 13:12:01 +0000 2017
35279,matched_prev,"Got burned and scarred with my magsafe charger and Apple didn't give a shit, so I'm switching to Microsoft. https://t.co/GivRMgiSWk",We want to look into this with you. Send us a DM letting us know more about what happened. https://t.co/GDrqU22YpT,Wed Nov 01 13:28:37 +0000 2017
35281,matched_prev,why is my alarm sound not working when on silent and volume on lock screen not working after the update??,We're here for you. Does this happen when Do Not Disturb is enabled? Do newly created alarms have the same issue?,Wed Nov 01 10:10:04 +0000 2017
35283,35285,"7 Plus, iOS 11.1","DM us your country, and we'll continue working there. https://t.co/GDrqU22YpT",Wed Nov 01 14:11:29 +0000 2017
35284,matched_prev,These question mark boxes are about to make me mad lol please help,We'd be happy to see how we can help. Which device and OS version are you experiencing this on?,Wed Nov 01 10:19:17 +0000 2017
35287,35290,Phone was 😴 Apple Watch ⌚️ 👌. I was wearing during workout this a.m. usually get all Twitter notifications,Thanks for clarifying this for us. Have you restarted both devices since you noticed this behavior?,Wed Nov 01 13:48:36 +0000 2017
35291,35292,I will. Have not😉,Sounds good! Do you have any app updates available? Let us know if it persists once you restart.,Wed Nov 01 13:55:30 +0000 2017
35293,35294,All apps up to date. Not getting notifications on ⌚️ after shutting down both. Maybe Twitter’s app needs to catch up to ⌚️,"OK, we can definitely look into this further with you. Go ahead and send us a DM and we'll take it from there. https://t.co/GDrqU22YpT",Wed Nov 01 14:03:32 +0000 2017
35289,matched_prev,did update on 📱 n ⌚️ result? No more Twitter notifications😱 Yup mirrors my 📱 #itsalwayssomething,We want to be sure you receive notifications as you'd expect. Let us know if this helps: https://t.co/vXqj8bZGU7,Wed Nov 01 13:08:55 +0000 2017
35297,35299,"Thanks for the prompt reply. Scary error, seemingly unrelated to the actual issue: I think a bit of Disk Utility love will get me there.",OK. Feel free to send us a DM if you still have questions.,Wed Nov 01 14:06:58 +0000 2017
35302,matched_prev,new iOS 11.1 bug? https://t.co/EPcqhcyxPd,We'll be happy to look into this. DM us which iPhone you're using and we'll go from there. https://t.co/GDrqU22YpT,Wed Nov 01 12:49:10 +0000 2017
35306,matched_prev,"Sorry, I don’t know what is DM? Can u please help me out.",DM is a Direct Message. Click the link here: https://t.co/GDrqU22YpT,Wed Nov 01 13:16:08 +0000 2017
35314,matched_prev,"why does the podcast app freeze up and not work, constantly?",Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,Wed Nov 01 10:18:45 +0000 2017
35316,35318,please check your DMs,We've received your DM and will reply to you there shortly. https://t.co/GDrqU22YpT,Wed Nov 01 13:53:26 +0000 2017
35317,matched_prev,hi - there’s a bug with my iPhone 7 Plus! SOS - send help. 🆘📱🤕,We're here for you. Tell us what's happening with your iPhone 7 Plus.,Wed Nov 01 13:16:13 +0000 2017
35320,matched_prev,after updating to iOS 11.0.3 my home screen turns black when on a call. What’s the fix? Cust care not helping.,We're here for you. Let's take a closer look at this issue together in DM. https://t.co/GDrqU22YpT,Wed Nov 01 10:11:08 +0000 2017
35322,35324,just done that 👍,"Perfect, thanks. Be sure to reach out if you need us again. Take care.",Wed Nov 01 17:06:30 +0000 2017
35323,matched_prev,suspect fraud for you to look into #fraud #crime #dontfallforit https://t.co/hbQ7PGl3bV,We can help. This looks like a phishing attempt. See how to handle and report these here: https://t.co/6Ye6EtSytB,Wed Nov 01 09:18:32 +0000 2017
35326,matched_prev,Well if you find out how to resolve it please let me know 😩 can you help us ..... no I know I’ll stick with apple haha,We've received your DM and will contiue with you from there. Keep an eye out for our response.,Wed Nov 01 09:49:47 +0000 2017
35333,matched_prev,"Hello,i have a question but i'm not sure is that possible, we have 150 ipads and we use apple configurator 2 for install apps to devices. First we connect devices to imac then we install with app configurator, can we install apps without connect to imac ? #apple",Hello! You'll want to work with our Enterprise support team on this. You can reach them through this link: https://t.co/IBIY3vMgPj,Wed Nov 01 08:37:51 +0000 2017
35335,35337,Series 3 LTE,Which iPhone and iOS version are you using on the paired iPhone?,Wed Nov 01 13:53:26 +0000 2017
35338,35339,6s plus iOS 11.03,Do you notice this display issue with any other apps?,Wed Nov 01 14:15:00 +0000 2017
35340,35341,Only twitter currently,Thanks. Let's start by updating both devices to see if the issues continues. This can help: https://t.co/80YRnjDFDk,Wed Nov 01 15:13:27 +0000 2017
35336,matched_prev,I thought the issue with icons not displaying correctly was a bug fix for watchOS 4.1? #AppleWatch https://t.co/r8h9zMExx7,"We'd be happy to look into this display issue with you. To start, can you tell us which Apple Watch you're using?",Wed Nov 01 09:28:22 +0000 2017
35343,35345,"Thanks for getting back to me. I have Windows 10 & the latest version of iTunes, which updated this morning just before I did the sync.",Thanks for letting us know. Check out this article for troubleshooting: https://t.co/czNgyf4Rgl DM us if the issue persists. https://t.co/GDrqU22YpT,Wed Nov 01 15:18:02 +0000 2017
35344,matched_prev,"Dear I have an iPhone 7 & iTunes, both genuine. So why do I always get this message when I sync? Hope you can help. Thanks. https://t.co/QgJ14liJDw","We're happy to help out with your sync issues. To get started, let us know which version of Windows and iTunes you have installed.",Wed Nov 01 10:05:33 +0000 2017
35347,matched_prev,"my iphone 6s is rendered two 2 hours. Drained battery, killed all non used apps and still two hours. #newiosblows",Let's look into what's happening together. Send us a DM telling us the country you're located in to begin. https://t.co/GDrqU22YpT,Wed Nov 01 10:01:36 +0000 2017
35970,35972,Thanks for coming back to me this time but will it achieve anything?!? I’m still in the same position I was in 4 months ago!!! #frustrated,We'd like to hear more about your experience. Reach out to us in DM. https://t.co/GDrqU22YpT,Wed Nov 01 19:21:00 +0000 2017
35971,matched_prev,Another pointless call with & disgusting customer service with no care for their customers!!! Who can I complain to?!😡,We'd like to hear more about your experience. Go ahead and DM us more details here: https://t.co/GDrqU22YpT,Wed Nov 01 13:47:42 +0000 2017
35976,matched_prev,You guys over charged me on iTunes and I want my money back I’m really upset,We completely understand and want to help. Please reach out to our iTunes Support team directly here: https://t.co/SDIe7UiyJN,Wed Nov 01 13:50:32 +0000 2017
36016,matched_prev,that's what I get for buying #AppleWatchSeries3. And your support here tells me there is no problem with the watch! https://t.co/z5eW7C4pKv,We'd like to take a closer look at this with you. Reach out via DM with the details. https://t.co/GDrqU22YpT,Wed Nov 01 13:49:40 +0000 2017
36023,matched_prev,I made an appt at Bridgeport on the phone. Rcvd no email. Can you please check if I have an appt?,Send us a DM. We'll continue working from there. https://t.co/GDrqU22YpT,Wed Nov 01 13:46:40 +0000 2017
36026,matched_prev,Does this mean I as a musical artist have to enrol as an Apple Developer? All I want to do is set my Artist Photo on Apple Music!! xx,You don't have to sign up to be a developer. But iTunes Connect support is done through the same support.,Wed Nov 01 13:29:41 +0000 2017
36028,matched_prev,Trying to access iTunes Connect and keep getting this when I click on artists. On two different computers (both IE and Chrome) https://t.co/SLcNN0jSkW,We'd want to get you to our Developer Support for assistance: https://t.co/rSt0PtuKcC,Mon Oct 30 10:23:39 +0000 2017
36031,36033,"I have, also have signed out of my iMessage account and logged back in","Alright, good to know. Let's double check the items listed under ""Set up SMS and MMS messaging"": https://t.co/jmMBILbFAw",Wed Nov 01 14:03:31 +0000 2017
36034,36035,Yes to all under the SMS relay section,"Perfect. Next up, let's try restarting your Mac in safe mode to see if the behavior persists: https://t.co/PQ4LSYhUTY",Wed Nov 01 15:30:00 +0000 2017
